siren,siret,link,mail,tel,denominationUsuelleEtablissement,numeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,complementAdresseEtablissement,codePostalEtablissement,libelleCommuneEtablissement,activitePrincipaleEtablissement
478381080,4.78E+13,,,,,,,LA BRONNIERE,,44430,LE LOROUX-BOTTEREAU,01.21Z
478586670,4.79E+13,,,,,,,LA POUINIERE,,44330,VALLET,01.21Z
478845753,4.79E+13,,,,,,,CHATEAU DE LA ROULERIE,,49190,VAL-DU-LAYON,01.21Z
478846702,4.79E+13,,,,,35,RUE,DU COUDRAY,BRON,49260,LE COUDRAY-MACOUARD,01.21Z
479330227,4.79E+13,mondetphotos.fr,,,,12,RUE,DE LA PREE,MOLLAY,49260,SAINT-JUST-SUR-DIVE,46.34Z
479390791,4.79E+13,,loire.wines@uapl.fr,02 41 68 81 91,,10,,BOULEVARD DE LA REPUBLIQUE,THOUARCE,49380,BELLEVIGNE-EN-LAYON,46.34Z
479575573,4.80E+13,,,,,10,RUE,DE L ETANG,LE BARBOTIN,49270,OREE-D'ANJOU,01.21Z
479655953,4.80E+13,,,,,,,BEAUREGARD,,44330,MOUZILLON,46.34Z
479823072,4.80E+13,,,,,,,LE HAUT PLESSIS,,49110,MAUGES-SUR-LOIRE,01.21Z
479983017,4.80E+13,,,02 41 70 46 07,,9,RUE,DU MOULIN,,49230,SEVREMOINE,01.21Z
480049402,4.80E+13,domaine-de-rocheville.fr,contact@domaine-de-rocheville.fr,02 41 38 10 00,,283,RUE,DE ROUGEVILLE,,49260,ARTANNES-SUR-THOUET,01.21Z
480442219,4.80E+13,poiron-dabin.com,,02 40 06 56 42,,,,CHANTEGROLLE,,44690,CHATEAU-THEBAUD,01.21Z
480751304,4.81E+13,,,,,28,RUE,DE LâENCLOSE,VIAIS,44860,PONT-SAINT-MARTIN,01.21Z
481111235,4.81E+13,,,,,11,,LA BERDERIE,,44680,SAINT-MARS-DE-COUTAIS,01.21Z
481111821,4.81E+13,domainetaillandier.com,domainetaillandier.com@wix-domains.com,02 41 72 23 70,,,,CAVES DU CHATEAU DE VARENNES,,49170,SAVENNIERES,01.21Z
481146496,4.81E+13,,,,,48,,LA CHESNAIE,,44450,SAINT-JULIEN-DE-CONCELLES,46.34Z
481252336,4.81E+13,,,,,,LD,LE LANDREAU,,49190,VAL-DU-LAYON,01.21Z
481274595,4.81E+13,,,,,2,RTE,DE ST GEORGES,,49700,DOUE-EN-ANJOU,01.21Z
481294601,4.81E+13,,ecommerce@marcheauxvins.net,02 51 37 11 21,,74,RUE,D'AIZENAY,,85000,LA ROCHE-SUR-YON,46.34Z
481294601,4.81E+13,,ecommerce@marcheauxvins.net,02 51 37 11 21,LE MARCHE AUX VINS,2,BD,ANCIENS COMBATTANTS D AFN,,85100,LES SABLES D'OLONNE,46.34Z
481294601,4.81E+13,,ecommerce@marcheauxvins.net,02 51 37 11 21,,38,RUE,DE L'EGLISE,,85500,LES HERBIERS,46.34Z
481387736,4.81E+13,,,,,,,LES BLUTTERIES,,49270,OREE-D'ANJOU,01.21Z
481699130,4.82E+13,demianville-jasnieres.fr,,02 41 52 91 62,,22,RUE,DE LA MAIRIE,,49400,VARRAINS,01.21Z
481699130,4.82E+13,demianville-jasnieres.fr,,02 41 52 91 62,,,,COURTOUX,,72340,LHOMME,01.21Z
481803617,4.82E+13,,,,,32,RUE,DE L'HERBRAY,,44120,VERTOU,01.21Z
481844454,4.82E+13,,,02 44 41 63 31,,70,RUE,DE LA CROIX PENARD,,85470,BREM-SUR-MER,01.21Z
482110384,4.82E+13,,,,,,,LA GUIBRETIERE,,44310,SAINT-PHILBERT-DE-GRAND-LIEU,01.21Z
482283694,4.82E+13,,bonjour@petite-fontaine.com,05 59 21 34 58,,,LD,L'HYVERNIERE,,44330,LA CHAPELLE-HEULIN,46.34Z
482592615,4.83E+13,,,,,20,RUE,VICTOR JOURNEAU,,49700,DOUE-EN-ANJOU,01.21Z
482916822,4.83E+13,,,,,,,LE LATTAY,FAYE D ANJOU,49380,BELLEVIGNE-EN-LAYON,01.21Z
482979812,4.83E+13,,,,,71,ROUTE,DE CHAMPIGNY,,49400,SAUMUR,01.21Z
483075016,4.83E+13,lemoulindelatouche.com,,02 40 21 47 89,,,,LE MOULIN DE LA TOUCHE,,44580,VILLENEUVE-EN-RETZ,01.21Z
483153904,4.83E+13,,,,,200,,LE RAGUENET,,49190,ROCHEFORT-SUR-LOIRE,01.21Z
483217840,4.83E+13,,,,,4,RUE,DES CAVES RAGOTS,,49260,LE PUY-NOTRE-DAME,01.21Z
483246880,4.83E+13,,,,,25,RTE,DES MOLLAIRES,SAINT FLORENT DES BOIS,85310,RIVES DE L'YON,01.21Z
483267746,4.83E+13,,,,,2,RTE,DE LA COTE DES NOELS,LA GOUVINERIE FAYE D'ANJOU,49380,BELLEVIGNE-EN-LAYON,01.21Z
483299103,4.83E+13,,,,,17,RUE,DE L'ARGURAY CHAVANNES,,49260,LE PUY-NOTRE-DAME,01.21Z
483413076,4.83E+13,,,,,30,RUE,EMILE LANDAIS,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
483419800,4.83E+13,chateaucassemichere.com,,02 40 06 74 07,,,,LA CASSEMICHERE,CHATEAU DE LA CASSEMICHERE,44330,LA CHAPELLE-HEULIN,01.21Z
483482444,4.83E+13,,contact@cavedelaportesud.fr,02 40 47 53 70,ALTER WINE DISTRIBUTION,,RUE,DU PROGRES,,44840,LES SORINIERES,46.34Z
483487013,4.83E+13,domainedebise.com,,03 85 20 36 54,,15,RUE,DES PERRIERES MALIGNE,,49380,TERRANJOU,01.21Z
483572103,4.84E+13,,,,,1,,LE PATIS,,44690,MAISDON-SUR-SEVRE,01.21Z
483586160,4.84E+13,,,,,1,,LE MOULIN DE LA DOUVE,RABLAY SUR LAYON,49380,BELLEVIGNE-EN-LAYON,01.21Z
483799532,4.84E+13,,,,,,,LE CLOS DE L'ECU,,44430,LE LANDREAU,01.21Z
483893780,4.84E+13,domaine-bouffard-viticulteur.fr,,02 41 70 43 42,,51,,LA BROSSE,SAINT CRESPIN SUR MOINE,49230,SEVREMOINE,01.21Z
484036561,4.84E+13,,,,,,,LA BARBONNIERE,,44430,LANDREAU (LE),01.21Z
484062849,4.84E+13,hodebert.com,contact@hodebert.com,02 51 79 82 58,,25,ROUTE,DES SORINIERES,,44120,VERTOU,46.34Z
484062849,4.84E+13,hodebert.com,contact@hodebert.com,02 51 79 82 58,,23,ROUTE,DES SORINIERES,,44120,VERTOU,46.34Z
484115787,4.84E+13,artedelvino.fr,c.gillon@artedelvino.fr,,,13,QUAI,SADI CARNOT,,53000,LAVAL,46.34Z
484185574,4.84E+13,,,,LES HERITIERS A.D.,15,AVENUE,DAVID DâANGERS,,49400,SAUMUR,46.34Z
484279161,4.84E+13,muscadet-sur-lie.com,,,,3,LD,LE COLOMBIER,DOMAINE DU COLOMBIER,49230,SEVREMOINE,01.21Z
485022131,4.85E+13,,,,,,,VALLET,,49380,BELLEVIGNE-EN-LAYON,01.21Z
485154942,4.85E+13,,,,,,,SURONDE,,49190,ROCHEFORT-SUR-LOIRE,01.21Z
487564361,4.88E+13,,,,,37,AVENUE,D'ANGERS,,49190,ROCHEFORT-SUR-LOIRE,01.21Z
487671935,4.88E+13,,,02 40 06 43 14,,,,LA ROBINIERE,,44430,LE LANDREAU,01.21Z
487675340,4.88E+13,,,,,102,RUE,D'ANJOU,,49380,TERRANJOU,01.21Z
487695009,4.88E+13,,,02 40 98 17 51,,2,RTE,DES MUTREAUX,BOUZILLE,49270,OREE-D'ANJOU,01.21Z
487730152,4.88E+13,,,,,,,LA HERSE,,44190,GORGES,01.21Z
487754632,4.88E+13,domainedeflines.com,,02 41 59 42 78,,102,RUE,D'ANJOU,MARTIGNE BRIAND,49380,TERRANJOU,46.34Z
487967598,4.88E+13,,,02 40 01 02 93,,86,CHEMIN,DE LA PERRIERE,,44600,SAINT-NAZAIRE,46.34Z
487990822,4.88E+13,,,02 40 80 43 03,,,,LA BOISSELIERE,,44330,LE PALLET,01.21Z
488259458,4.88E+13,,,02 41 78 08 76,,,,VILLENEUVE,,49190,VAL-DU-LAYON,01.21Z
488268236,4.88E+13,,,,,7,,CALE DE SAINT MAUR,LE THOUREIL,49160,GENNES-VAL-DE-LOIRE,01.21Z
488885161,4.89E+13,,,,,,,MORTE,,49380,BELLEVIGNE-EN-LAYON,01.21Z
489008961,4.89E+13,,,,,,LD,LES LANDES DE VIN,,44690,CHATEAU-THEBAUD,46.34Z
489110965,4.89E+13,chevalierledomaine.com,,02 40 78 05 19,,,,LâAUJARDIERE,,44310,SAINT-PHILBERT-DE-GRAND-LIEU,01.21Z
489245274,4.89E+13,,,02 41 59 86 30,,9,RUE,DU MOULIN,LE MOULIN DES GROUAS,49310,LYS-HAUT-LAYON,01.21Z
489287458,4.89E+13,anthony-amiant.com,contact@anthony-amiant.com,02 40 04 87 49,,,,LES CHERPELIERES,,44680,SAINT-MARS-DE-COUTAIS,01.21Z
489312678,4.89E+13,,,,,,,L'ETANG AUX MOINES,,49250,BRISSAC LOIRE AUBANCE,01.21Z
489336446,4.89E+13,,,,,175,RUE,DE LA FOSSE DES NOYERS,,49260,COURCHAMPS,01.21Z
489865139,4.90E+13,,,,,75,,GRAND'RUE,,49400,VARRAINS,01.21Z
490023355,4.90E+13,vitodistribution.fr,commande@vitodistribution.fr,02 49 62 34 97,,2,RUE,YVETTE CAUCHOIS,,44400,REZE,46.34Z
490041555,4.90E+13,,,,,,,LE MOULIN DES GROUAS,,49380,BELLEVIGNE-EN-LAYON,01.21Z
490169257,4.90E+13,,,,,5,RUE,DE LA PETITE DOUSARDE,LA POTARDIERE,49190,VAL-DU-LAYON,01.21Z
490223286,4.90E+13,,,,,,RTE,DE LA ROCHE SUR YON,,85320,MAREUIL-SUR-LAY-DISSAIS,01.21Z
490373909,4.90E+13,,,,,64,RUE,DE DOUE,,49260,MONTREUIL-BELLAY,01.21Z
490379120,4.90E+13,,,,,10,RUE,DES BELLES CAVES,BREZE,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
490470598,4.90E+13,,,,,7,RUE,SAINT-NICOLAS,,49260,LE PUY-NOTRE-DAME,01.21Z
490550621,4.91E+13,domainemosse.com,,02 41 66 52 88,,4,,LA BERGERIE,SAINT-LAMBERT DU LATTAY,49190,VAL-DU-LAYON,01.21Z
490575123,4.91E+13,,,,,,,LA BERGERIE,SAINT AUBIN DE LUIGNE,49190,VAL-DU-LAYON,46.34Z
490788957,4.91E+13,,,,,14,,GRANDE RUE,,49380,BELLEVIGNE-EN-LAYON,01.21Z
490906427,4.91E+13,,,,,,RUE,DU PERDRIAU,,49260,LE PUY-NOTRE-DAME,01.21Z
491036703,4.91E+13,,,,,12,RUE,DU CANAL DE MONSIEUR,,49190,VAL-DU-LAYON,01.21Z
491059747,4.91E+13,,,,,,,LES JANVRIES,,49390,NOYANT-VILLAGES,01.21Z
491071304,4.91E+13,,,,LES ANNEES VIN,4,RUE,ROUGE,BAGNEUX,49400,SAUMUR,46.34Z
491187076,4.91E+13,,,,,2,RUE,SAINT HILAIRE,DOUE LA FONTAINE,49700,DOUE-EN-ANJOU,46.34Z
491370334,4.91E+13,,,,,,,LA GAIGNARDIERE,,49250,BRISSAC LOIRE AUBANCE,01.21Z
491385787,4.91E+13,,,,,1,,LA PINTIERE,,44270,PAULX,01.21Z
491385852,4.91E+13,neodif.eu,,02 51 80 09 62,,27,RUE,DE L'AERONAUTIQUE,,44340,BOUGUENAIS,46.34Z
491385852,4.91E+13,neodif.eu,,02 51 80 09 62,,5,RUE,GUSTAVE EIFFEL,ZONE D'ACTIVITES NORD BAZOUGES,53200,CHATEAU-GONTIER-SUR-MAYENNE,46.34Z
491680708,4.92E+13,lieubeau.com,,02 40 06 54 81,,,,LA CROIX DE LA BOURDINIERE,,44690,CHATEAU-THEBAUD,46.34Z
491680708,4.92E+13,lieubeau.com,,02 40 06 54 81,SARL PIERRE ET CHANTAL LIEUBEAU,1,,LA FRUITIERE,,44690,CHATEAU-THEBAUD,46.34Z
491694618,4.92E+13,,,,,8,RUE,DES IRIS,,44230,SAINT-SEBASTIEN-SUR-LOIRE,46.34Z
491857389,4.92E+13,,,,,102,RUE,DE LA PALEINE,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
492007307,4.92E+13,,,,,32,RUE,DES MOULINS,,44690,MONNIERES,46.34Z
492186911,4.92E+13,,,,,60,,LA CHEVILLARDIERE,,44330,VALLET,01.21Z
492283387,4.92E+13,,,,,,,,LA BORDE GAUDIN,72340,MARCON,01.21Z
492283387,4.92E+13,,,,,7,ROUTE,DU VAL DE LOIR,,72340,MARCON,01.21Z
492291711,4.92E+13,diablotine.fr,ebirgand@diablotine.fr,09 86 34 44 91,DIABLOTINE,1,PLACE,BOSTON,,44490,LE CROISIC,46.34Z
492513825,4.93E+13,,,,,,,CLOS DU MOULIN DE L'ETANG,,49250,BRISSAC LOIRE AUBANCE,01.21Z
492619523,4.93E+13,,,,,,,CARRIOUX,,49260,COURCHAMPS,01.21Z
492657168,4.93E+13,,,,,,,LE LOGIS DE BEAUVAIS,,49310,LYS-HAUT-LAYON,01.21Z
492664248,4.93E+13,domainefl.com,oenotourisme@domainefl.com,,,,,CHAMP DU DEVANT,SECTION F NUMERO 306,49190,ROCHEFORT-SUR-LOIRE,01.21Z
492664248,4.93E+13,domainefl.com,oenotourisme@domainefl.com,,,11,PLACE,FRANCOIS MITTERRAND,,49100,ANGERS,01.21Z
493041263,4.93E+13,,,,,7,RTE,D'ANGERS MILLE,,49380,TERRANJOU,01.21Z
493332183,4.93E+13,,,,,,,LIEU-DIT L OREE,,49750,BEAULIEU-SUR-LAYON,01.21Z
493727184,4.94E+13,,,,,,,BAS MONT,,49380,BELLEVIGNE-EN-LAYON,01.21Z
493782965,4.94E+13,,,,,1,RUE,CHATEAU DE PARNAY,,49730,PARNAY,46.34Z
493782965,4.94E+13,,,,,1,CHEMIN,DE PRINCE,LE PETIT PRINCE,49610,SAINT-MELAINE-SUR-AUBANCE,46.34Z
493794796,4.94E+13,,,02 41 51 22 76,,,,BEAUREGARD,,49560,PASSAVANT-SUR-LAYON,01.21Z
493947758,4.94E+13,,,,,,,LA HALLIERE,,49270,OREE-D'ANJOU,01.21Z
494566847,4.95E+13,,,,,,,LES GIRAUDIERES,,44330,VALLET,01.21Z
494800873,4.95E+13,,,,,5,BOULEVARD,VINCENT GACHE,,44200,NANTES,46.34Z
495048449,4.95E+13,,,,,2,CHEMIN,DE L'ARZILLE,,49190,DENEE,01.21Z
495350837,4.95E+13,,,,,,RUE,DU FOUR A PAIN,,44690,SAINT-FIACRE-SUR-MAINE,01.21Z
497480632,4.97E+13,vinbanyuls.fr,luc.brault@gmail.com,,,7,RUE,DU BAS-BOURG,NOYANT LA PLAINE,49700,TUFFALUN,46.34Z
497576629,4.98E+13,,,,,17,RUE,DE L'ATLANTIQUE,,44270,LA MARNE,46.34Z
497697961,4.98E+13,,,,,,,COUESNE CHEMIN RURAL,GENNES,49160,GENNES-VAL-DE-LOIRE,01.21Z
497722819,4.98E+13,,,02 40 56 20 46,,,RTE,DE LA DRUGE CHEVAUX,RTE DE CAMPBON,44130,BOUVRON,46.34Z
497738674,4.98E+13,,,,,,,LONGUE TOUCHE,LES CERQUEUX SOUS PASSAVANT,49310,LYS-HAUT-LAYON,01.21Z
497859363,4.98E+13,domainelatoucheblanche.com,,02 41 38 02 25,,,,DOMAINE DE LA TOUCHE BLANCHE,,49380,TERRANJOU,01.21Z
498040096,4.98E+13,,,,,,,LA CLARTIERE,NUEIL SUR LAYON,49310,LYS-HAUT-LAYON,01.21Z
498165125,4.98E+13,,,,,122,PLACE,DE METTMANN,,53000,LAVAL,46.34Z
498403674,4.98E+13,,,,,1,IMPASSE,DE LâOREE DES BOIS,,49700,CIZAY-LA-MADELEINE,01.21Z
498403781,4.98E+13,,,,,1,RUE,DES DEPORTES,,49730,TURQUANT,01.21Z
498680438,4.99E+13,,,,,208,ROUTE,DU CHATEAU DE LA COUR,VILLAGE DE BEAUREGARD,44330,MOUZILLON,01.21Z
498719871,4.99E+13,lesroquesdecana.fr,,,,12,RUE,DENIS PAPIN,,49220,LE LION D'ANGERS,01.21Z
498840230,4.99E+13,,,,,,,LES RITUS,,49380,BELLEVIGNE-EN-LAYON,01.21Z
498945013,4.99E+13,,,,,29,RUE,DES MARTYRS,,49730,TURQUANT,01.21Z
498994086,4.99E+13,,,02 51 34 39 72,,10,RUE,DE LA BARBINIERE,SAINT PHILBERT DU PONT CHARRAULT,85110,CHANTONNAY,01.21Z
499114387,4.99E+13,,,,,15,RUE,SAINT ELOI,,49380,TERRANJOU,01.21Z
499162634,4.99E+13,,,,,19,RUE,DES ROCHES NEUVES,,49400,VARRAINS,01.21Z
499162683,4.99E+13,,,,,4,RUE,DU COMTE DE CHAMPAGNY,VIHIERS,49310,LYS-HAUT-LAYON,01.21Z
499260073,4.99E+13,,,,,89,RUE,DE CLERMONT,,53000,LAVAL,46.34Z
499260073,4.99E+13,,,,,,,LES DEFFAIS,,53240,SAINT-JEAN-SUR-MAYENNE,46.34Z
499304582,4.99E+13,belliviere.com,,02 43 44 59 97,,981,ROUTE,DU CARROI DE BOURGES,BELLIVIERE,72340,LHOMME,01.21Z
499772028,5.00E+13,,,02 40 36 94 08,,109,,LA HAUTE FEVRIE,,44690,MAISDON-SUR-SEVRE,01.21Z
499939288,5.00E+13,,,,,35,AVENUE,FERDINAND DE LESSEPS,,44600,SAINT-NAZAIRE,46.34Z
500197504,5.00E+13,,,,,21,RUE,MAURICE LAGATHU,,44400,REZE,46.34Z
500353669,5.00E+13,,,,,,,LA FECUNIERE,,44330,VALLET,01.21Z
500480629,5.00E+13,,,,,,,LA PROVIDENCE,,44330,VALLET,01.21Z
500724661,5.01E+13,,,,,,,LA MASSONNIERE,,44330,VALLET,01.21Z
500840624,5.01E+13,,,,,36,,LA CORDOUERE,,44690,MONNIERES,01.21Z
501062673,5.01E+13,,,02 43 46 26 02,,,,LA ROCHE,,72340,MARCON,01.21Z
501236939,5.01E+13,raffinvini.com,,03 23 64 69 30,,970,CHEMIN,DE LA NOUE,,85270,NOTRE-DAME-DE-RIEZ,46.34Z
501432835,5.01E+13,,,,,9,RTE,DE BELLEVUE CLOS DE L'ELU,SAINT AUBIN DE LUIGNE,49190,VAL-DU-LAYON,01.21Z
501490296,5.01E+13,,,,,36,RUE,DE L'EGLISE,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
501581011,5.02E+13,domaine-annivy.fr,contact@domaine-annivy.fr,02 41 36 80 95,DOMAINE ANNIVY,610,ROUTE,DE MONTSOREAU,DAMPIERRE-SUR-LOIR,49400,SAUMUR,01.21Z
502074099,5.02E+13,,,,,3,RUE,DE LA ROCHE AMIGNE,,49310,LYS-HAUT-LAYON,01.21Z
502144520,5.02E+13,,,,,66,GR,RUE,,49380,BELLEVIGNE-EN-LAYON,01.21Z
502186166,5.02E+13,,,,,26,,L'ECOTIERE,,49610,SOULAINES-SUR-AUBANCE,01.21Z
502282650,5.02E+13,renou-freres.com,contact@renou-freres.com,02 40 98 26 79,,12,,LE HAUT FRESNE (DRAIN),DRAIN,49530,OREE D'ANJOU,01.21Z
502329675,5.02E+13,chateau-montreuil-bellay.fr,,,,,PLACE,DES ORMEAUX,CHATEAU DE MONTREUIL BELLAY,49260,MONTREUIL-BELLAY,01.21Z
502461882,5.02E+13,,,,E4,,,LA FERTE,,44330,VALLET,46.34Z
502516511,5.03E+13,,,,,5,RUE,DES SILEX,LOT. DE LA HAUTE ROCHE,53200,CHATEAU-GONTIER-SUR-MAYENNE,46.34Z
503040636,5.03E+13,,,,,,,LA MANDINIERE,,44330,VALLET,01.21Z
503638306,5.04E+13,chateau-eperonniere.com,mtijou@yahoo.fr,02 41 78 33 50,,,,CHATEAU DE L'EPERONNIERE,,49190,ROCHEFORT-SUR-LOIRE,01.21Z
503638405,5.04E+13,,,,,72,RUE,DE LA PALEINE -,SAINT CYR,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
503793192,5.04E+13,,,,,36,RUE,DE ST ARNOULT,,49380,TERRANJOU,01.21Z
503845075,5.04E+13,,,,,13,RUE,PIERRE GUYARD,,49260,LE PUY-NOTRE-DAME,01.21Z
504176231,5.04E+13,,,,,,,LE BOURGNEUF,,49160,GENNES-VAL-DE-LOIRE,01.21Z
504356981,5.04E+13,,,,,24,RUE,DES PILIERS DE LA CHAUVINIERE,,44800,SAINT-HERBLAIN,46.34Z
504451154,5.04E+13,claudenell.fr,,,,9,RUE,DES NOYERS SAUNE,,49700,TUFFALUN,01.21Z
504580861,5.05E+13,,,,,238,RUE,DU COHU MERON,,49260,MONTREUIL-BELLAY,01.21Z
504775032,5.05E+13,,,02 41 34 42 35,,,CHEMIN,DU BOCAGE,ZI LA VIOLETTE,49240,AVRILLE,46.34Z
504775032,5.05E+13,,,02 41 34 42 35,,,BOULEVARD,DE LA PETITE VITESSE,,72200,LA FLECHE,46.34Z
504849837,5.05E+13,,,,,,,,LE BREIL,49380,BELLEVIGNE-EN-LAYON,01.21Z
504849837,5.05E+13,,,,,7,ALL,DES PERVENCHES,SAINT LAMBERT DU LATTAY,49190,VAL-DU-LAYON,01.21Z
504896549,5.05E+13,,,,,33,RUE,DE LA PAPERIE,,49124,SAINT-BARTHELEMY-D'ANJOU,46.34Z
504994005,5.05E+13,,,,,8,RTE,DE CHACE,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
505022194,5.05E+13,,,,,11,RUE,SAINT-VINCENT,,49750,BEAULIEU-SUR-LAYON,01.21Z
505127175,5.05E+13,,,,A2J,35,AVENUE,FERDINAND DE LESSEPS,,44600,SAINT-NAZAIRE,46.34Z
505361766,5.05E+13,,chateau.dusautduloup@wanadoo.fr,,,4,RUE,DE LA BOURRINE,,44120,VERTOU,01.21Z
505383992,5.05E+13,,,,,,,CHATEAU DE BROSSAY,,49560,CLERE-SUR-LAYON,01.21Z
505402578,5.05E+13,domainemerceronmartin.fr,contact@domainemerceronmartin.fr,02 40 83 53 32,,41,,LA COINDASSIERE,LA VARENNE,49270,OREE-D'ANJOU,01.21Z
507401081,5.07E+13,,,02 40 25 22 58,,11,RUE,DE LA METALLURGIE,,44470,CARQUEFOU,46.34Z
507423937,5.07E+13,,,02 40 06 24 30,,23,ROUTE,DE LA GOULAINE,LA SENECHALIERE,44450,SAINT-JULIEN-DE-CONCELLES,01.21Z
507618098,5.08E+13,larcison.fr,,02 41 54 16 81,,,,LE MESNIL,,49380,BELLEVIGNE-EN-LAYON,01.21Z
507713808,5.08E+13,,,,,43,CHEMIN,DE LA PAPINERIE,,49190,ROCHEFORT-SUR-LOIRE,01.21Z
507757359,5.08E+13,niort-boissons.fr,contact@niort-boissons.fr,05 49 09 57 31,,11,RUE,DES ARTISANS,,85150,LANDERONDE,46.34Z
507757359,5.08E+13,niort-boissons.fr,contact@niort-boissons.fr,05 49 09 57 31,BOCAGE BIERE BOISSONS,4,,ZI LE GUITTON   LES CHATELIERS,CHATEAUMUR,85700,SEVREMONT,46.34Z
508228533,5.08E+13,,,,,,,PRINCE,,49290,CHAUDEFONDS-SUR-LAYON,46.34Z
508466968,5.08E+13,,,,,,,LA BIGOTIERE,,44690,MAISDON-SUR-SEVRE,01.21Z
508965712,5.09E+13,gigou-jasnieres.com,vins.gigou@wanadoo.fr,02 43 44 48 72,,4,RUE,DES CAVES,,72340,LA CHARTRE-SUR-LE-LOIR,01.21Z
508976701,5.09E+13,,,,,8,RUE,DU PONT,,72210,LA SUZE-SUR-SARTHE,46.34Z
508986833,5.09E+13,,,,,,,LE MOULIN DE THUET,,49260,VAUDELNAY,01.21Z
509551206,5.10E+13,,sav.jpmo@jpm-ouest.fr,02 40 95 25 51,SAINT-NAZAIRE BOISSONS DISTRIBUTION,20,RUE,RENE CASSIN,,44600,SAINT-NAZAIRE,46.34Z
509551206,5.10E+13,,sav.jpmo@jpm-ouest.fr,02 40 95 25 51,NANTES BOISSONS DISTRIBUTION,,RUE,JOSEPH MONNIER,PARC ACTIVITES ERETTE - GRAND'HAIE,44810,HERIC,46.34Z
509670030,5.10E+13,,,02 41 54 68 76,,,,LE HAUT FOURNEAU,,49750,BEAULIEU-SUR-LAYON,01.21Z
509836557,5.10E+13,,,,,50,RUE,DE LA POMASSE,,49260,VAUDELNAY,01.21Z
509889408,5.10E+13,,,,,1,,LA CROIX DE LA BROSSE,,44690,SAINT-FIACRE-SUR-MAINE,01.21Z
509940318,5.10E+13,caves-mgb.fr,thierry.beignon@wanadoo.fr,02 51 62 90 67,,64,,LA THIBAUDIERE,,85140,ESSARTS-EN-BOCAGE,01.21Z
510127335,5.10E+13,,,02 40 78 76 96,,,CHEMIN,DES GRANDS JARDINS,,44310,SAINT-PHILBERT-DE-GRAND-LIEU,01.21Z
510154818,5.10E+13,,,,,,,LA BOISSELIERE,,44330,LE PALLET,01.21Z
510241623,5.10E+13,,,,,,LD,FOUGEROLLE,,49700,DOUE-EN-ANJOU,01.21Z
510264583,5.10E+13,,,,,1,,ALLEE DES VIOLETTES,,49310,LYS-HAUT-LAYON,01.21Z
510704695,5.11E+13,,,,,110,,LES ROCHETTES,CONCOURSON SUR LAYON,49700,DOUE-EN-ANJOU,01.21Z
510716186,5.11E+13,,,,,6,QUAI,DU ROI RENE,,49400,SAUMUR,01.21Z
510956154,5.11E+13,domainedelacornuliere.over-blog.com,,02 40 03 95 06,,,,LA CORNULIERE,,44190,GORGES,01.21Z
511303174,5.11E+13,,,,,,,LA GAUDINIERE,CHALONNES DE LA PLAINE,49110,MAUGES-SUR-LOIRE,01.21Z
511387920,5.11E+13,,,,,,RUE,COUSCHER DE CHAMPFLEURY,,49260,EPIEDS,01.21Z
511750572,5.12E+13,cavedelahiniere.com,cavedelahiniere@orange.fr,,,,,LA HINIERE,,49380,BELLEVIGNE-EN-LAYON,01.21Z
511833014,5.12E+13,,,02 51 09 41 51,,64,RUE,SAINTE-AGATHE,,85140,SAINT-MARTIN-DES-NOYERS,46.34Z
511950834,5.12E+13,landronchartier.fr,contact@landronchartier.fr,09 81 41 92 00,,657,BD,DES AIRENNES,,44150,ANCENIS-SAINT-GEREON,01.21Z
512042896,5.12E+13,,,,,,,LA PICHONNIERE,,49250,BRISSAC LOIRE AUBANCE,01.21Z
512132283,5.12E+13,bonchateau.com,,01 70 16 91 67,,,,LES VERRERIES,,85230,BOUIN,46.34Z
512264979,5.12E+13,,,,,,,DOMAINE DES HARDIERES,,49190,VAL-DU-LAYON,01.21Z
512448002,5.12E+13,,,,,,ROND POINT,DE BOURNAN,CARRE DE BOURNAN BAGNEUX,49400,SAUMUR,46.34Z
512505322,5.13E+13,,,,,150,,CHEMIN DU PONT NEUF,TIGNE,49310,LYS-HAUT-LAYON,01.21Z
512887373,5.13E+13,,,,,316,,LE PAY,,44190,SAINT-LUMINE-DE-CLISSON,01.21Z
512949363,5.13E+13,,,,,,,MONT BENAULT,,49380,BELLEVIGNE-EN-LAYON,01.21Z
513007096,5.13E+13,,,02 41 36 06 67,,15,RUE,MERVEILLE,,49080,BOUCHEMAINE,46.34Z
513025965,5.13E+13,,,,,585,,LA DURANDIERE,,44521,OUDON,01.21Z
513245340,5.13E+13,jeremie-huchet-vigneron.fr,,02 40 06 51 90,,,,LA CHAUVINIERE,,44690,CHATEAU-THEBAUD,46.34Z
513533059,5.14E+13,chateau-de-meron.fr,jean-claude@chateau-de-meron.fr,02 41 59 95 51,,,,CHATEAU DE BREZE,,49260,BELLEVIGNE-LES-CHATEAUX,01.21Z
513648469,5.14E+13,,,,,2,RTE,DE NOIZE,LA RAGUENIERE,49700,DOUE-EN-ANJOU,01.21Z
